trip_id,date,time,route_id,route_name,transport_type,vehicle_id,source_stop,destination_stop,distance_km,vehicle_capacity,passenger_count,ticket_price,revenue,delay_minutes,travel_time_mins,status
TRIP-11268,2024-02-05,18:40:45,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U407,State University North Gate,City Commercial Center,11.0,60,64,20.0,1280.0,27,52,Major Delay
TRIP-11269,2024-02-05,09:10:15,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-01,North Ridge Terminal,Tech Valley Central,24.5,320,345,45.0,15525.0,0,35,On-Time
TRIP-11270,2024-02-05,13:15:30,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-02,North Ridge Terminal,Tech Valley Central,24.5,320,183,45.0,8235.0,0,35,On-Time
TRIP-11271,2024-02-05,15:50:00,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-05,North Ridge Terminal,Tech Valley Central,24.5,320,212,45.0,9540.0,5,37,Moderate Delay
TRIP-11272,2024-02-05,18:40:30,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-08,North Ridge Terminal,Tech Valley Central,24.5,320,330,45.0,14850.0,8,39,Moderate Delay
TRIP-11273,2024-02-05,07:00:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-03,East Suburb Terminal,Financial District Hub,21.0,320,192,40.0,7680.0,0,30,On-Time
TRIP-11274,2024-02-05,10:50:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-02,East Suburb Terminal,Financial District Hub,21.0,320,301,40.0,12040.0,0,30,On-Time
TRIP-11275,2024-02-05,13:45:45,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-10,East Suburb Terminal,Financial District Hub,21.0,320,162,40.0,6480.0,0,30,On-Time
TRIP-11276,2024-02-05,15:00:15,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-02,East Suburb Terminal,Financial District Hub,21.0,320,233,40.0,9320.0,0,30,On-Time
TRIP-11277,2024-02-05,20:30:45,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-07,East Suburb Terminal,Financial District Hub,21.0,320,217,40.0,8680.0,0,30,On-Time
TRIP-11278,2024-02-05,08:50:45,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-504,Coastal Harbor Junction,Old City Main Junction,38.0,750,688,25.0,17200.0,6,60,Moderate Delay
TRIP-11279,2024-02-05,13:45:15,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-504,Coastal Harbor Junction,Old City Main Junction,38.0,750,405,25.0,10125.0,6,60,Moderate Delay
TRIP-11280,2024-02-05,17:20:45,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-504,Coastal Harbor Junction,Old City Main Junction,38.0,750,713,25.0,17825.0,20,66,Major Delay
TRIP-11281,2024-02-05,12:00:45,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-604,Northern Industrial Zone,South Terminal Intermodal,42.5,750,371,30.0,11130.0,0,65,On-Time
TRIP-11282,2024-02-05,16:20:00,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-606,Northern Industrial Zone,South Terminal Intermodal,42.5,750,547,30.0,16410.0,7,69,Moderate Delay
TRIP-11283,2024-02-05,07:30:45,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-07,East Ring Hub,West Ring Hub,18.0,85,37,35.0,1295.0,0,32,On-Time
TRIP-11284,2024-02-05,08:20:30,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-05,East Ring Hub,West Ring Hub,18.0,85,80,35.0,2800.0,31,51,Major Delay
TRIP-11285,2024-02-05,10:15:15,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-03,East Ring Hub,West Ring Hub,18.0,85,74,35.0,2590.0,34,56,Major Delay
TRIP-11286,2024-02-06,15:45:00,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E111,Central Railway Station,Cyber City Tech Park,16.5,60,41,30.0,1230.0,0,45,On-Time
TRIP-11287,2024-02-06,17:15:30,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E106,Central Railway Station,Cyber City Tech Park,16.5,60,64,30.0,1920.0,0,45,On-Time
TRIP-11288,2024-02-06,19:00:15,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E106,Central Railway Station,Cyber City Tech Park,16.5,60,64,30.0,1920.0,0,45,On-Time
TRIP-11289,2024-02-06,20:10:45,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E103,Central Railway Station,Cyber City Tech Park,16.5,60,42,30.0,1260.0,0,45,On-Time
TRIP-11290,2024-02-06,21:50:00,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E109,Central Railway Station,Cyber City Tech Park,16.5,60,23,30.0,690.0,0,45,On-Time
TRIP-11291,2024-02-06,11:20:15,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A206,International Airport Terminal 2,Downtown Central Terminal,28.0,50,37,90.0,3330.0,0,60,On-Time
TRIP-11292,2024-02-06,12:00:30,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A208,International Airport Terminal 2,Downtown Central Terminal,28.0,50,34,90.0,3060.0,0,60,On-Time
TRIP-11293,2024-02-06,18:50:45,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A206,International Airport Terminal 2,Downtown Central Terminal,28.0,50,54,90.0,4860.0,31,81,Major Delay
TRIP-11294,2024-02-06,11:40:15,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W307,Westside Mall Circle,South Harbor Port Gate,14.2,60,39,25.0,975.0,7,42,Moderate Delay
TRIP-11295,2024-02-06,12:30:00,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W301,Westside Mall Circle,South Harbor Port Gate,14.2,60,43,25.0,1075.0,0,38,On-Time
TRIP-11296,2024-02-06,20:45:00,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W302,Westside Mall Circle,South Harbor Port Gate,14.2,60,47,25.0,1175.0,0,38,On-Time
TRIP-11297,2024-02-06,07:20:15,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U408,State University North Gate,City Commercial Center,11.0,60,34,20.0,680.0,0,32,On-Time
TRIP-11298,2024-02-06,10:10:30,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U407,State University North Gate,City Commercial Center,11.0,60,64,20.0,1280.0,0,32,On-Time
TRIP-11299,2024-02-06,12:00:30,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U405,State University North Gate,City Commercial Center,11.0,60,40,20.0,800.0,0,32,On-Time
TRIP-11300,2024-02-06,16:30:45,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U401,State University North Gate,City Commercial Center,11.0,60,52,20.0,1040.0,7,35,Moderate Delay
TRIP-11301,2024-02-06,20:15:30,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U406,State University North Gate,City Commercial Center,11.0,60,53,20.0,1060.0,0,32,On-Time
TRIP-11302,2024-02-06,09:20:45,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-03,North Ridge Terminal,Tech Valley Central,24.5,320,345,45.0,15525.0,0,35,On-Time
TRIP-11303,2024-02-06,11:45:15,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-04,North Ridge Terminal,Tech Valley Central,24.5,320,196,45.0,8820.0,0,35,On-Time
TRIP-11304,2024-02-06,12:10:15,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-05,North Ridge Terminal,Tech Valley Central,24.5,320,192,45.0,8640.0,0,35,On-Time
TRIP-11305,2024-02-06,14:15:30,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-10,North Ridge Terminal,Tech Valley Central,24.5,320,169,45.0,7605.0,7,38,Moderate Delay
TRIP-11306,2024-02-06,19:15:00,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-10,North Ridge Terminal,Tech Valley Central,24.5,320,345,45.0,15525.0,0,35,On-Time
TRIP-11307,2024-02-06,06:40:15,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-09,East Suburb Terminal,Financial District Hub,21.0,320,75,40.0,3000.0,0,30,On-Time
TRIP-11308,2024-02-06,10:20:45,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-03,East Suburb Terminal,Financial District Hub,21.0,320,332,40.0,13280.0,0,30,On-Time
TRIP-11309,2024-02-06,13:00:00,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-03,East Suburb Terminal,Financial District Hub,21.0,320,151,40.0,6040.0,0,30,On-Time
TRIP-11310,2024-02-06,16:30:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-04,East Suburb Terminal,Financial District Hub,21.0,320,305,40.0,12200.0,8,36,Moderate Delay
TRIP-11311,2024-02-06,19:45:00,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-02,East Suburb Terminal,Financial District Hub,21.0,320,334,40.0,13360.0,2,31,On-Time
TRIP-11312,2024-02-06,18:40:45,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-506,Coastal Harbor Junction,Old City Main Junction,38.0,750,810,25.0,20250.0,3,57,On-Time
TRIP-11313,2024-02-06,19:00:00,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-505,Coastal Harbor Junction,Old City Main Junction,38.0,750,810,25.0,20250.0,0,55,On-Time
TRIP-11314,2024-02-06,06:30:00,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-607,Northern Industrial Zone,South Terminal Intermodal,42.5,750,172,30.0,5160.0,1,65,On-Time
TRIP-11315,2024-02-06,11:15:15,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-602,Northern Industrial Zone,South Terminal Intermodal,42.5,750,548,30.0,16440.0,4,67,Moderate Delay
TRIP-11316,2024-02-06,14:20:00,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-604,Northern Industrial Zone,South Terminal Intermodal,42.5,750,490,30.0,14700.0,0,65,On-Time
TRIP-11317,2024-02-06,17:20:00,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-606,Northern Industrial Zone,South Terminal Intermodal,42.5,750,792,30.0,23760.0,0,65,On-Time
TRIP-11318,2024-02-06,09:30:15,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-07,East Ring Hub,West Ring Hub,18.0,85,89,35.0,3115.0,0,32,On-Time
TRIP-11319,2024-02-06,18:10:30,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-08,East Ring Hub,West Ring Hub,18.0,85,91,35.0,3185.0,35,55,Major Delay
TRIP-11320,2024-02-06,19:45:30,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-07,East Ring Hub,West Ring Hub,18.0,85,91,35.0,3185.0,0,32,On-Time
TRIP-11321,2024-02-06,20:20:30,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-03,East Ring Hub,West Ring Hub,18.0,85,63,35.0,2205.0,0,32,On-Time
TRIP-11322,2024-02-07,14:45:30,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E109,Central Railway Station,Cyber City Tech Park,16.5,60,37,30.0,1110.0,0,45,On-Time
TRIP-11323,2024-02-07,15:40:45,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E103,Central Railway Station,Cyber City Tech Park,16.5,60,32,30.0,960.0,6,49,Moderate Delay
TRIP-11324,2024-02-07,22:40:15,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E106,Central Railway Station,Cyber City Tech Park,16.5,60,14,30.0,420.0,0,45,On-Time
TRIP-11325,2024-02-07,06:00:30,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A204,International Airport Terminal 2,Downtown Central Terminal,28.0,50,11,90.0,990.0,0,60,On-Time
TRIP-11326,2024-02-07,16:10:45,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A205,International Airport Terminal 2,Downtown Central Terminal,28.0,50,37,90.0,3330.0,4,62,Moderate Delay
TRIP-11327,2024-02-07,17:10:45,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A201,International Airport Terminal 2,Downtown Central Terminal,28.0,50,54,90.0,4860.0,24,73,Major Delay
TRIP-11328,2024-02-07,07:10:00,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W304,Westside Mall Circle,South Harbor Port Gate,14.2,60,30,25.0,750.0,0,38,On-Time
TRIP-11329,2024-02-07,10:00:30,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W301,Westside Mall Circle,South Harbor Port Gate,14.2,60,45,25.0,1125.0,0,38,On-Time
TRIP-11330,2024-02-07,12:50:30,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W309,Westside Mall Circle,South Harbor Port Gate,14.2,60,30,25.0,750.0,0,38,On-Time
TRIP-11331,2024-02-07,21:00:30,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W307,Westside Mall Circle,South Harbor Port Gate,14.2,60,30,25.0,750.0,2,39,On-Time
TRIP-11332,2024-02-07,11:45:00,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U407,State University North Gate,City Commercial Center,11.0,60,39,20.0,780.0,0,32,On-Time
TRIP-11333,2024-02-07,14:30:45,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U406,State University North Gate,City Commercial Center,11.0,60,35,20.0,700.0,0,32,On-Time
TRIP-11334,2024-02-07,15:10:00,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U406,State University North Gate,City Commercial Center,11.0,60,36,20.0,720.0,0,32,On-Time
TRIP-11335,2024-02-07,18:45:15,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U409,State University North Gate,City Commercial Center,11.0,60,64,20.0,1280.0,27,54,Major Delay
TRIP-11336,2024-02-07,20:00:00,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U405,State University North Gate,City Commercial Center,11.0,60,42,20.0,840.0,0,32,On-Time
TRIP-11337,2024-02-07,14:45:30,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-02,North Ridge Terminal,Tech Valley Central,24.5,320,207,45.0,9315.0,0,35,On-Time
TRIP-11338,2024-02-07,15:15:30,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-07,North Ridge Terminal,Tech Valley Central,24.5,320,247,45.0,11115.0,0,35,On-Time
TRIP-11339,2024-02-07,16:50:00,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-05,North Ridge Terminal,Tech Valley Central,24.5,320,266,45.0,11970.0,8,41,Moderate Delay
TRIP-11340,2024-02-07,17:40:45,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-06,North Ridge Terminal,Tech Valley Central,24.5,320,320,45.0,14400.0,5,38,Moderate Delay
TRIP-11341,2024-02-07,07:00:15,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-02,East Suburb Terminal,Financial District Hub,21.0,320,135,40.0,5400.0,7,34,Moderate Delay
TRIP-11342,2024-02-07,12:40:15,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-06,East Suburb Terminal,Financial District Hub,21.0,320,216,40.0,8640.0,0,30,On-Time
TRIP-11343,2024-02-07,13:30:45,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-03,East Suburb Terminal,Financial District Hub,21.0,320,191,40.0,7640.0,0,30,On-Time
TRIP-11344,2024-02-07,17:20:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-04,East Suburb Terminal,Financial District Hub,21.0,320,343,40.0,13720.0,4,33,Moderate Delay
TRIP-11345,2024-02-07,19:10:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-10,East Suburb Terminal,Financial District Hub,21.0,320,325,40.0,13000.0,0,30,On-Time
TRIP-11346,2024-02-07,22:10:15,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-08,East Suburb Terminal,Financial District Hub,21.0,320,94,40.0,3760.0,2,31,On-Time
TRIP-11347,2024-02-07,06:50:45,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-504,Coastal Harbor Junction,Old City Main Junction,38.0,750,185,25.0,4625.0,9,59,Moderate Delay
TRIP-11348,2024-02-07,14:20:15,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-504,Coastal Harbor Junction,Old City Main Junction,38.0,750,431,25.0,10775.0,0,55,On-Time
TRIP-11349,2024-02-07,06:45:45,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-605,Northern Industrial Zone,South Terminal Intermodal,42.5,750,172,30.0,5160.0,3,67,On-Time
TRIP-11350,2024-02-07,09:50:45,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-602,Northern Industrial Zone,South Terminal Intermodal,42.5,750,759,30.0,22770.0,10,73,Moderate Delay
TRIP-11351,2024-02-07,17:10:00,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-605,Northern Industrial Zone,South Terminal Intermodal,42.5,750,810,30.0,24300.0,0,65,On-Time
TRIP-11352,2024-02-07,13:45:45,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-03,East Ring Hub,West Ring Hub,18.0,85,45,35.0,1575.0,5,35,Moderate Delay
TRIP-11353,2024-02-07,14:20:30,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-01,East Ring Hub,West Ring Hub,18.0,85,53,35.0,1855.0,0,32,On-Time
TRIP-11354,2024-02-07,20:10:15,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-05,East Ring Hub,West Ring Hub,18.0,85,67,35.0,2345.0,0,32,On-Time
TRIP-11355,2024-02-08,07:15:15,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E111,Central Railway Station,Cyber City Tech Park,16.5,60,29,30.0,870.0,0,45,On-Time
TRIP-11356,2024-02-08,11:50:45,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E103,Central Railway Station,Cyber City Tech Park,16.5,60,35,30.0,1050.0,5,49,Moderate Delay
TRIP-11357,2024-02-08,13:00:30,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E104,Central Railway Station,Cyber City Tech Park,16.5,60,40,30.0,1200.0,0,45,On-Time
TRIP-11358,2024-02-08,16:50:00,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E109,Central Railway Station,Cyber City Tech Park,16.5,60,40,30.0,1200.0,5,49,Moderate Delay
TRIP-11359,2024-02-08,21:15:15,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E106,Central Railway Station,Cyber City Tech Park,16.5,60,32,30.0,960.0,6,49,Moderate Delay
TRIP-11360,2024-02-08,10:00:30,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A209,International Airport Terminal 2,Downtown Central Terminal,28.0,50,43,90.0,3870.0,34,78,Major Delay
TRIP-11361,2024-02-08,11:00:15,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A203,International Airport Terminal 2,Downtown Central Terminal,28.0,50,37,90.0,3330.0,0,60,On-Time
TRIP-11362,2024-02-08,13:40:45,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A207,International Airport Terminal 2,Downtown Central Terminal,28.0,50,22,90.0,1980.0,0,60,On-Time
TRIP-11363,2024-02-08,14:40:15,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A205,International Airport Terminal 2,Downtown Central Terminal,28.0,50,32,90.0,2880.0,7,65,Moderate Delay
TRIP-11364,2024-02-08,21:50:15,BUS-102,Airport Express ⇄ Downtown Terminal,Bus,BUS-KA01-A207,International Airport Terminal 2,Downtown Central Terminal,28.0,50,22,90.0,1980.0,0,60,On-Time
TRIP-11365,2024-02-08,06:40:00,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W306,Westside Mall Circle,South Harbor Port Gate,14.2,60,15,25.0,375.0,0,38,On-Time
TRIP-11366,2024-02-08,09:30:00,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W303,Westside Mall Circle,South Harbor Port Gate,14.2,60,64,25.0,1600.0,13,46,Moderate Delay
TRIP-11367,2024-02-08,10:30:15,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W301,Westside Mall Circle,South Harbor Port Gate,14.2,60,51,25.0,1275.0,22,49,Major Delay
TRIP-11368,2024-02-08,14:20:30,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W307,Westside Mall Circle,South Harbor Port Gate,14.2,60,40,25.0,1000.0,8,42,Moderate Delay
TRIP-11369,2024-02-08,19:40:00,BUS-105,Westside Mall ⇄ Harbor Port,Bus,BUS-KA02-W309,Westside Mall Circle,South Harbor Port Gate,14.2,60,51,25.0,1275.0,22,55,Major Delay
TRIP-11370,2024-02-08,08:20:45,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U406,State University North Gate,City Commercial Center,11.0,60,64,20.0,1280.0,18,41,Major Delay
TRIP-11371,2024-02-08,10:20:45,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U405,State University North Gate,City Commercial Center,11.0,60,54,20.0,1080.0,0,32,On-Time
TRIP-11372,2024-02-08,17:30:30,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U403,State University North Gate,City Commercial Center,11.0,60,58,20.0,1160.0,24,51,Major Delay
TRIP-11373,2024-02-08,21:20:30,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U402,State University North Gate,City Commercial Center,11.0,60,24,20.0,480.0,0,32,On-Time
TRIP-11374,2024-02-08,22:30:45,BUS-110,University Campus ⇄ City Center,Bus,BUS-KA02-U407,State University North Gate,City Commercial Center,11.0,60,18,20.0,360.0,0,32,On-Time
TRIP-11375,2024-02-08,10:40:45,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-09,North Ridge Terminal,Tech Valley Central,24.5,320,282,45.0,12690.0,7,39,Moderate Delay
TRIP-11376,2024-02-08,11:00:45,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-10,North Ridge Terminal,Tech Valley Central,24.5,320,170,45.0,7650.0,5,39,Moderate Delay
TRIP-11377,2024-02-08,17:40:15,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-01,North Ridge Terminal,Tech Valley Central,24.5,320,345,45.0,15525.0,0,35,On-Time
TRIP-11378,2024-02-08,20:45:15,METRO-BLU,Metro Blue Line: North Ridge ⇄ Tech Valley,Metro,METRO-B-01,North Ridge Terminal,Tech Valley Central,24.5,320,242,45.0,10890.0,9,41,Moderate Delay
TRIP-11379,2024-02-08,07:10:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-06,East Suburb Terminal,Financial District Hub,21.0,320,174,40.0,6960.0,0,30,On-Time
TRIP-11380,2024-02-08,14:00:00,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-01,East Suburb Terminal,Financial District Hub,21.0,320,210,40.0,8400.0,0,30,On-Time
TRIP-11381,2024-02-08,16:20:15,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-03,East Suburb Terminal,Financial District Hub,21.0,320,270,40.0,10800.0,0,30,On-Time
TRIP-11382,2024-02-08,19:30:30,METRO-RED,Metro Red Line: East Suburb ⇄ Financial District,Metro,METRO-R-10,East Suburb Terminal,Financial District Hub,21.0,320,345,40.0,13800.0,0,30,On-Time
TRIP-11383,2024-02-08,06:15:00,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-507,Coastal Harbor Junction,Old City Main Junction,38.0,750,198,25.0,4950.0,2,56,On-Time
TRIP-11384,2024-02-08,07:50:45,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-502,Coastal Harbor Junction,Old City Main Junction,38.0,750,323,25.0,8075.0,7,59,Moderate Delay
TRIP-11385,2024-02-08,09:20:30,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-505,Coastal Harbor Junction,Old City Main Junction,38.0,750,810,25.0,20250.0,0,55,On-Time
TRIP-11386,2024-02-08,12:10:45,RAIL-CST,Suburban Rail: Coast Line ⇄ Old City Junction,Suburban Rail,RAIL-EMU-506,Coastal Harbor Junction,Old City Main Junction,38.0,750,386,25.0,9650.0,3,57,On-Time
TRIP-11387,2024-02-08,11:50:45,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-604,Northern Industrial Zone,South Terminal Intermodal,42.5,750,437,30.0,13110.0,0,65,On-Time
TRIP-11388,2024-02-08,12:40:30,RAIL-EXT,Suburban Rail: Industrial Corridor ⇄ South Terminal,Suburban Rail,RAIL-EMU-604,Northern Industrial Zone,South Terminal Intermodal,42.5,750,430,30.0,12900.0,0,65,On-Time
TRIP-11389,2024-02-08,06:10:45,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-08,East Ring Hub,West Ring Hub,18.0,85,17,35.0,595.0,0,32,On-Time
TRIP-11390,2024-02-08,10:00:30,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-03,East Ring Hub,West Ring Hub,18.0,85,91,35.0,3185.0,33,52,Major Delay
TRIP-11391,2024-02-08,13:40:15,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-02,East Ring Hub,West Ring Hub,18.0,85,44,35.0,1540.0,0,32,On-Time
TRIP-11392,2024-02-08,22:15:15,BRTS-01,BRTS Ring Corridor: Outer Express,BRTS,BRTS-OR-03,East Ring Hub,West Ring Hub,18.0,85,23,35.0,805.0,0,32,On-Time
TRIP-11393,2024-02-09,07:50:45,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E109,Central Railway Station,Cyber City Tech Park,16.5,60,37,30.0,1110.0,0,45,On-Time
TRIP-11394,2024-02-09,15:30:15,BUS-101,Central Station ⇄ IT Tech Park,Bus,BUS-KA01-E110,Central Railway Station,Cyber City Tech Park,16.5,60,43,30.0,1290.0,0,45,On-Time
